LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009315,Birmingham 081A,E08000025,Birmingham,34.711,351,6,7,389,7,0.162,312,5,43.797,200,4,0.776,271,5,0.163,424,7,26.564,486,8,39.075,351,6,0.184,418.5,7,0.224,377,6,0.955,73,2,0.43,269,5,-0.362,342.5,6,2.955,404,7,0.605,395.5,7,1.221,154.5,3
E01009316,Birmingham 081B,E08000025,Birmingham,29.501,403,7,8,402,7,0.104,434,7,36.541,267,5,0.366,445.5,7,-0.111,511,8,27.599,455,8,52.25,120,2,0.244,344,6,0.152,482,8,0.632,177.5,3,0.419,285,5,-0.076,222,4,2.588,433,7,1.232,86,2,0.857,400.5,7
E01009317,Birmingham 081C,E08000025,Birmingham,37.422,326,6,7,333,6,0.168,301.5,5,37.2,260,5,0.642,335,6,0.353,326.5,6,29.199,397,7,42.67,281,5,0.325,208,4,0.154,477.5,8,0.643,174.5,3,0.424,279.5,5,-0.171,269,5,3.119,379,6,0.963,224,4,0.722,481.5,8
E01009318,Birmingham 081D,E08000025,Birmingham,16.879,559,9,10,583.5,10,0.056,575.5,9,20.51,404,7,0.042,560,9,0.19,414,7,23.768,540,9,41.108,310,5,0.077,573.5,9,0.105,562,9,0.196,348,6,0.323,438,7,0.019,182,3,1.537,576,9,0.907,252.5,4,0.72,483,8
E01009319,Birmingham 081E,E08000025,Birmingham,17.89,554,9,10,560,9,0.068,551.5,9,16.212,445,7,0.142,525.5,9,-0.748,614,10,21.406,582,10,51.315,137,3,0.109,524.5,9,0.109,554,9,-0.077,429,7,0.311,456,8,-0.351,337,6,1.865,536,9,1.18,106,2,0.934,347.5,6
E01009320,Birmingham 081F,E08000025,Birmingham,22.809,482,8,9,552,9,0.071,543,9,32.923,299,5,0.286,480,8,-0.016,483,8,28.061,438,7,48.204,188,3,0.064,584.5,10,0.115,545,9,0.65,169.5,3,0.383,339.5,6,-0.062,217,4,2.664,427.5,7,0.854,275.5,5,1.448,60.5,1
E01009321,Birmingham 069C,E08000025,Birmingham,65.701,21,1,2,63,1,0.271,37,1,80.922,1,1,0.998,190,3,1.044,70,2,34.312,220,4,41.706,296,5,0.45,36,1,0.354,209,4,1.774,3,1,0.55,76.5,2,-0.163,262,5,3.977,249,4,0.892,262,5,0.825,422,7
E01009322,Birmingham 069D,E08000025,Birmingham,56.274,107,2,3,109,2,0.237,98,2,53.84,112,2,1.235,98,2,0.785,144,3,35.101,179,3,37.743,375,6,0.437,49.5,1,0.397,159,3,0.868,93,2,0.518,128,3,-0.313,323,6,4.274,193,4,0.814,295,5,0.636,539,9
E01009323,Birmingham 069E,E08000025,Birmingham,51.695,165,3,4,182.5,3,0.215,157.5,3,46.678,173,3,1.14,135,3,0.936,91,2,28.846,408,7,46.248,218,4,0.406,81,2,0.341,230,4,0.748,135,3,0.486,176.5,3,-0.277,313,5,3.241,364,6,1.044,179.5,3,0.856,404.5,7
E01009324,Birmingham 072B,E08000025,Birmingham,25.119,441,7,8,495,8,0.091,486,8,24.363,365,6,0.491,397,7,0.279,363,6,25.717,509,8,47.429,196,4,0.156,456.5,8,0.104,564.5,9,0.273,313,5,0.354,390,7,0.107,141,3,1.704,558,9,1.133,129.5,3,0.696,494.5,8
E01009325,Birmingham 063A,E08000025,Birmingham,49.726,191,3,4,134,3,0.198,215,4,58.693,65,2,0.565,370,6,-0.301,558,9,39.498,55,1,46.175,220,4,0.319,225,4,0.399,154,3,0.465,235,4,0.592,33,1,-0.484,393,7,4.949,40,1,0.914,248,4,1.161,187,3
E01009326,Birmingham 066D,E08000025,Birmingham,44.039,263,5,6,198.5,4,0.157,323,6,45.403,186,3,0.662,323,6,0.157,426,7,35.418,158,3,49.295,172,3,0.332,192.5,3,0.442,118.5,2,0.305,301,5,0.523,113.5,2,-0.927,541,9,4.764,84,2,0.941,234,4,1.358,100,2
E01009327,Birmingham 139B,E08000025,Birmingham,46.341,232,4,5,196,4,0.19,242.5,4,55.486,89,2,0.699,308,5,-0.024,485.5,8,35.979,142,3,39.124,349,6,0.269,309.5,5,0.508,89.5,2,0.279,310.5,5,0.588,37,1,-0.841,514.5,9,4.791,77.5,2,0.542,425,7,1.329,110,2
E01009328,Birmingham 139C,E08000025,Birmingham,49.57,192,3,4,112.5,2,0.203,195,4,58.871,62,1,0.762,279.5,5,-0.683,609,10,32.437,293,5,44.864,246,4,0.286,278,5,0.662,23.5,1,0.432,245,4,0.599,24.5,1,-1.034,560.5,9,4.457,167,3,0.85,278,5,1.197,164.5,3
E01009329,Birmingham 070A,E08000025,Birmingham,50.75,177,3,4,153,3,0.21,172.5,3,52.298,125,2,0.755,281,5,0.182,417.5,7,36.375,119,2,50.739,150,3,0.26,322,6,0.7,14,1,0.001,405.5,7,0.591,35,1,-1.184,587.5,10,4.937,45.5,1,0.978,220.5,4,1.389,86,2
E01009331,Birmingham 139D,E08000025,Birmingham,44.822,252,4,5,172,3,0.156,325,6,56.876,80,2,0.5,394,7,-0.514,592,10,32.878,278,5,54.334,91,2,0.318,227.5,4,0.535,76.5,2,0.6,191,3,0.564,56,1,-1.254,597,10,4.563,140,3,1.223,88,2,1.069,243,4
E01009332,Birmingham 139E,E08000025,Birmingham,60.271,55,1,2,71,2,0.246,79,2,61.636,47,1,1.058,167,3,1.107,55,1,35.648,151,3,37.004,390,7,0.326,205,4,0.564,63,1,0.655,168,3,0.592,33,1,-0.74,485,8,4.708,101,2,0.39,483.5,8,1.404,78,2
E01009333,Birmingham 139F,E08000025,Birmingham,58.664,78,2,3,41,1,0.222,137.5,3,65.714,25,1,0.967,199,4,-0.306,561,9,34.861,187,3,54.034,96,2,0.367,135.5,3,0.535,76.5,2,0.772,126.5,2,0.609,17,1,-1.329,606,10,4.796,75,2,1.108,150,3,1.356,101,2
E01009334,Birmingham 070B,E08000025,Birmingham,44.808,253,4,5,204.5,4,0.196,221,4,52.085,130,3,0.734,291.5,5,-0.053,496,8,32.003,310.5,5,37.271,383.5,6,0.24,350,6,0.591,52,1,0.279,310.5,5,0.564,56,1,-0.884,529,9,4.324,184,3,0.493,443,7,1.272,140,3
E01009335,Birmingham 139G,E08000025,Birmingham,46.402,231,4,5,229,4,0.174,282.5,5,54.996,96,2,0.655,326,6,0.449,281.5,5,31.886,317,5,54.876,87,2,0.244,344,6,0.494,94,2,0.402,258.5,5,0.571,46,1,-0.68,464.5,8,4.185,203,4,1.11,147,3,1.409,73.5,2
E01009337,Birmingham 070C,E08000025,Birmingham,46.736,224,4,5,164.5,3,0.164,306.5,5,62.464,43,1,0.659,324.5,6,-0.223,546.5,9,33.855,248.5,4,48.772,178,3,0.312,236,4,0.595,50,1,0.657,165.5,3,0.599,24.5,1,-1.436,618,10,4.706,103,2,1.091,158.5,3,0.953,330.5,6
E01009338,Birmingham 070D,E08000025,Birmingham,52.126,155,3,4,130.5,3,0.185,258.5,5,60.45,53,1,1.128,141,3,0.253,382.5,6,42.586,30,1,36.753,402,7,0.275,300,5,0.63,34,1,0.764,130,3,0.568,52,1,0.039,176,3,4.731,94.5,2,0.534,426,7,1.155,195,4
E01009339,Birmingham 140A,E08000025,Birmingham,52.522,147,3,4,109,2,0.19,242.5,4,50.038,149,3,0.77,274,5,0.132,437,7,34.498,208,4,67.579,9,1,0.357,154,3,0.476,104,2,0.299,303,5,0.551,73,2,-0.877,524,9,4.642,120,2,1.502,18,1,1.419,71,2
E01009340,Birmingham 140B,E08000025,Birmingham,43.259,272,5,6,268,5,0.152,329.5,6,37.888,256,4,0.617,346,6,-0.326,562,9,36.052,139,3,77.996,1,1,0.289,275,5,0.347,218,4,0.429,247.5,4,0.459,226.5,4,-0.144,254,4,4.169,205,4,1.981,1,1,1.224,153,3
E01009341,Birmingham 066E,E08000025,Birmingham,50.375,184,3,4,89.5,2,0.222,137.5,3,44.694,188,3,1.101,151,3,-0.304,560,9,37.909,86,2,28.284,532,9,0.332,192.5,4,0.425,128,2,0.503,223,4,0.502,153.5,3,-0.582,424,7,4.855,64.5,1,0.239,521,9,0.896,367,6
E01009342,Birmingham 063D,E08000025,Birmingham,48.637,201,4,5,313.5,5,0.202,198.5,4,42.916,207,4,1.498,40,1,0.48,265,5,30.25,363,6,57.817,61,1,0.177,426.5,7,0.291,293,5,0.529,213.5,4,0.486,176.5,3,-1.435,617,10,4.25,196,4,1.31,53,1,1.122,211.5,4
E01009343,Birmingham 063E,E08000025,Birmingham,49.111,199,4,5,202,4,0.196,221,4,71.059,10,1,0.481,401,7,-0.247,551.5,9,33.94,238,4,49.521,168,3,0.276,299,5,0.485,97,2,1.3,23,1,0.562,61,1,-1.747,630,10,4.736,92,2,1.041,182,3,1.154,196,4
E01009344,Birmingham 139H,E08000025,Birmingham,56.91,98,2,3,73,2,0.228,118,2,55.797,85,2,1.139,136.5,3,-0.008,479,8,38.911,65,2,46.502,215,4,0.311,239,4,0.732,5,1,0.224,337.5,6,0.596,26,1,-0.709,477,8,5.032,22,1,0.848,279,5,1.331,109,2
E01009345,Birmingham 053D,E08000025,Birmingham,59.211,69,2,3,96.5,2,0.2,205,4,60.842,51,1,1.602,21,1,1.462,12,1,34.551,204,4,32.159,466,8,0.411,71.5,2,0.44,120.5,2,0.907,84,2,0.555,68,2,-1.012,556,9,4.7,105,2,0.136,542,9,1.373,92,2
E01009346,Birmingham 053E,E08000025,Birmingham,41.743,291,5,6,304,5,0.159,319,5,53.248,118,2,0.404,434,7,0.72,165,3,37.012,104,2,41.622,299,5,0.236,358,6,0.404,148.5,3,0.853,99,2,0.516,131.5,3,-1.042,563.5,9,4.968,35,1,0.613,390,7,1.404,78,2
E01009347,Birmingham 049D,E08000025,Birmingham,52.152,153,3,4,176.5,3,0.213,165.5,3,41.339,227,4,0.696,309,5,1.23,33,1,41.8,32,1,42.01,292,5,0.376,116.5,2,0.378,184.5,3,0.771,128,2,0.44,256,4,-0.216,285.5,5,4.957,38,1,0.403,479,8,1.765,16,1
E01009348,Birmingham 047A,E08000025,Birmingham,39.455,313,5,6,236.5,4,0.169,298.5,5,32.803,302,5,0.692,313,5,0.107,447,7,36.764,110,2,30.881,488,8,0.338,180,3,0.391,168,3,0.827,106,2,0.348,397.5,7,-0.148,256,4,4.283,191.5,3,0.497,440.5,7,0.688,500,8
E01009349,Birmingham 036D,E08000025,Birmingham,45.392,243,4,5,224,4,0.157,323,6,55.516,88,2,0.49,399,7,0.204,405,7,35.178,175,3,57.908,58,1,0.306,248.5,4,0.484,98.5,2,1.115,50.5,1,0.496,162,3,-1.346,609,10,4.837,69,2,1.104,155,3,1.656,26,1
E01009350,Birmingham 039B,E08000025,Birmingham,46.609,226,4,5,176.5,3,0.203,195,4,41.215,230,4,0.71,301,5,0.4,303,5,34.776,195,4,40.961,315,5,0.293,268.5,5,0.508,89.5,2,0.298,304,5,0.498,157.5,3,-0.849,517,9,4.665,114,2,0.738,334.5,6,1.125,209,4
E01009351,Birmingham 036E,E08000025,Birmingham,45.113,247,4,5,224,4,0.15,334,6,54.547,107,2,0.691,315,5,0.394,309,5,33.875,245.5,4,53.769,99,2,0.323,213,4,0.409,146,3,0.761,131,3,0.534,97,2,-1.474,619.5,10,4.713,100,2,0.988,215.5,4,1.602,33,1
E01009352,Birmingham 039C,E08000025,Birmingham,56.499,105,2,3,50,1,0.247,74.5,2,47.349,167,3,0.904,221,4,0.703,170.5,3,33.875,245.5,4,39.551,338,6,0.362,146,3,0.523,86,2,0.097,378.5,6,0.55,76.5,2,-0.946,545,9,4.599,131,3,0.72,344,6,1.035,273.5,5
E01009353,Birmingham 039D,E08000025,Birmingham,47.667,212,4,5,219.5,4,0.187,251.5,4,52.684,123,2,0.545,376.5,6,0.769,148,3,32.539,291,5,52.418,119,2,0.308,244.5,4,0.502,91,2,0.336,291.5,5,0.563,58.5,1,-1.7,629,10,4.576,137,3,1.035,188.5,3,1.398,82,2
E01009354,Birmingham 036F,E08000025,Birmingham,56.503,104,2,3,105.5,2,0.229,115,2,46.929,172,3,1.393,59,1,0.946,86,2,34.441,213,4,40.242,331,6,0.316,231,4,0.478,103,2,0.289,307,5,0.533,98.5,2,-1.342,608,10,4.757,87,2,0.309,503,8,1.759,17,1
E01009355,Birmingham 039E,E08000025,Birmingham,61.052,49,1,2,85.5,2,0.245,86,2,39.307,243,4,0.94,205.5,4,1.683,4,1,40.067,52,1,51.015,144,3,0.355,157.5,3,0.531,79.5,2,0.377,272,5,0.476,190.5,3,-0.58,420.5,7,5.087,15,1,0.902,258,5,1.577,36,1
E01009358,Birmingham 047B,E08000025,Birmingham,64.81,24,1,2,68.5,2,0.266,46,1,45.785,184,3,1.584,23,1,0.969,80,2,45.006,17,1,42.764,279,5,0.398,93,2,0.529,82,2,0.381,269.5,5,0.52,119.5,2,-0.034,206,4,5.084,16,1,0.578,408.5,7,1.558,41,1
E01009359,Birmingham 047C,E08000025,Birmingham,52.146,154,3,4,121.5,2,0.187,251.5,4,49.312,154,3,0.797,266,5,0.65,186,3,34.768,196,4,61.171,40,1,0.388,104,2,0.483,100,2,0.895,86.5,2,0.485,179.5,3,-1.059,567,9,4.735,93,2,1.247,74,2,1.55,43.5,1
E01009360,Birmingham 047D,E08000025,Birmingham,52.362,150,3,4,102.5,2,0.197,218,4,39.332,242,4,1.016,183,3,0.852,116,2,44.908,21,1,34.789,436,7,0.449,38,1,0.415,138,3,0.552,201.5,4,0.456,232,4,0.162,116,2,4.794,76,2,0.544,423.5,7,0.965,322,6
E01009361,Birmingham 047E,E08000025,Birmingham,55.041,116,2,3,33,1,0.205,188,3,54.655,103,2,0.68,318,5,0.544,235,4,34.31,221,4,46.87,206,4,0.476,23,1,0.397,159,3,1.172,39,1,0.48,186.5,3,-0.67,461,8,4.508,155,3,1.065,171.5,3,0.852,407,7
E01009362,Birmingham 071A,E08000025,Birmingham,61.205,45,1,2,23.5,1,0.26,52.5,1,43.956,199,4,1.405,54,1,0.559,229,4,38.961,63,1,34.652,438,7,0.367,135.5,3,0.58,56,1,0.213,341.5,6,0.522,115,2,-1.633,625,10,5.302,7,1,0.15,539,9,1.55,43.5,1
E01009363,Birmingham 071B,E08000025,Birmingham,63.826,28,1,2,37.5,1,0.24,94.5,2,46.498,176,3,1.199,112,2,1.281,27,1,41.535,33,1,50.267,160,3,0.41,74,2,0.556,64,1,0.413,255,4,0.521,117,2,-0.355,339,6,5.066,18.5,1,0.713,347,6,1.87,7,1
E01009364,Birmingham 071C,E08000025,Birmingham,66.314,18,1,2,12,1,0.285,17,1,54.605,106,2,1.242,95.5,2,1.047,68,2,39.439,56,1,33.331,451,8,0.439,46.5,1,0.582,54.5,1,0.611,186,3,0.55,76.5,2,-0.64,448,7,5.053,20,1,-0.254,594,10,1.844,9,1
E01009365,Birmingham 071D,E08000025,Birmingham,72.39,3,1,2,2,1,0.361,2,1,55.447,90,2,1.164,129,3,0.937,90,2,38.024,84,2,44.268,254,4,0.473,25.5,1,0.713,11,1,0.165,355.5,6,0.601,22,1,-0.893,531,9,5.028,24,1,0.399,481.5,8,1.932,5,1
E01009366,Birmingham 084A,E08000025,Birmingham,54.819,118.5,2,3,56.5,1,0.229,115,2,44.069,196,4,0.797,266,5,0.507,253.5,4,40.933,41,1,39.467,342,6,0.39,101,2,0.531,79.5,2,0.259,319,5,0.519,123.5,2,-0.39,354,6,5.03,23,1,0.497,440.5,7,1.429,68,2
E01009367,Birmingham 083A,E08000025,Birmingham,67.159,13,1,2,37.5,1,0.275,31.5,1,50.279,145,3,1.055,168,3,1.184,38,1,39.425,57,1,61.521,39,1,0.356,155.5,3,0.659,25,1,0.349,285,5,0.548,81,2,-0.564,418,7,5.003,31,1,1.163,116.5,2,1.786,12,1
E01009368,Birmingham 077A,E08000025,Birmingham,62.676,35,1,2,11,1,0.256,59.5,1,48.919,157,3,1.302,76,2,0.203,406,7,36.892,108,2,49.049,174,3,0.431,55.5,1,0.789,2,1,0.056,391,7,0.562,61,1,-1.199,590,10,4.991,32,1,0.805,300.5,5,1.623,30,1
E01009371,Birmingham 077D,E08000025,Birmingham,61.087,46,1,2,13,1,0.209,176.5,3,56.31,82,2,0.703,305,5,0.892,103,2,35.303,166,3,63.074,28,1,0.473,25.5,1,0.693,15,1,0.061,390,7,0.62,12,1,-1.376,615,10,4.855,64.5,2,1.216,91,2,1.768,15,1
E01009372,Birmingham 082A,E08000025,Birmingham,49.566,194,4,5,96.5,2,0.199,210.5,4,60.491,52,1,0.733,293,5,-0.464,585,10,34.264,224,4,39.427,345,6,0.33,198.5,4,0.676,22,1,0.257,321.5,6,0.647,2.5,1,-1.495,622,10,4.756,88,2,0.553,418,7,1.338,108,2
E01009373,Birmingham 082B,E08000025,Birmingham,52.035,157,3,4,61.5,1,0.214,162,3,55.901,83,2,0.692,313,5,-1.261,634,10,39.104,59,1,41.01,314,5,0.353,161,3,0.712,12,1,-0.07,426,7,0.638,5,1,-1.21,591,10,5.258,10,1,0.562,416,7,1.442,65,2
E01009374,Birmingham 084B,E08000025,Birmingham,61.941,40,1,2,54,1,0.268,42.5,1,51.203,138,3,1.398,58,1,1.108,53.5,1,38.82,69,2,25.485,558,9,0.354,159,3,0.596,49,1,0.261,317,5,0.56,63,1,-0.536,409,7,4.92,48,1,-0.378,610,10,1.367,96,2
E01009375,Birmingham 083B,E08000025,Birmingham,53.821,138,3,4,61.5,1,0.202,198.5,4,57.046,79,2,1.009,185.5,3,0.118,443.5,7,38.745,71,2,37.312,380.5,6,0.345,171.5,3,0.722,8,1,0.431,246,4,0.582,40,1,-0.492,398,7,4.885,61,1,0.692,354,6,0.895,369.5,6
E01009376,Birmingham 084C,E08000025,Birmingham,59.053,72,2,3,14.5,1,0.259,55,1,40.763,236,4,0.851,244,4,0.648,187,3,40.099,51,1,36.055,409,7,0.439,46.5,1,0.601,47,1,0.264,316,5,0.498,157.5,3,-0.642,449.5,8,5.138,13,1,0.637,380,6,0.893,373,6
E01009377,Birmingham 083C,E08000025,Birmingham,62.81,33,1,2,7,1,0.288,14,1,55.446,91,2,1.207,108,2,0.434,290,5,35.176,176,3,22.696,577,10,0.469,27,1,0.567,61,1,0.382,268,5,0.576,43.5,1,-1.149,583,10,4.798,74,2,-0.399,612,10,1.156,193,4
E01009378,Birmingham 135A,E08000025,Birmingham,43.802,266,5,6,301,5,0.141,358,6,17.565,429,7,1.347,67,2,1.388,17,1,37.646,92,2,46.651,210,4,0.283,283,5,0.681,18,1,0.031,399,7,0.312,454,8,-0.438,373,6,4.721,98,2,0.578,408.5,7,1.831,11,1
E01009379,Birmingham 071E,E08000025,Birmingham,76.225,2,1,2,6,1,0.35,3,1,59.755,56,1,1.727,8,1,1.567,6,1,35.089,180,3,37.997,373,6,0.412,68.5,2,0.6,48,1,0.485,228,4,0.6,23,1,-0.924,540,9,4.731,94.5,2,-0.016,570,9,1.978,3,1
E01009380,Birmingham 070E,E08000025,Birmingham,53.218,142,3,4,109,2,0.199,210.5,4,55.213,94,2,1.258,88,2,0.368,314.5,5,35.079,181,3,42.132,287,5,0.298,262.5,5,0.572,58,1,0.843,103,2,0.529,105.5,2,-0.985,550.5,9,4.747,90.5,2,0.743,333,6,1.214,160,3
E01009382,Birmingham 140C,E08000025,Birmingham,43.929,264,5,6,213,4,0.158,321,6,49.533,153,3,0.622,343,6,0.631,195,4,34.756,197,4,40.559,323,6,0.32,222,4,0.43,125.5,2,-0.024,412.5,7,0.572,45,1,-0.832,510.5,8,4.654,117,2,0.568,413.5,7,1.4,81,2
E01009383,Birmingham 083D,E08000025,Birmingham,44.1,261,5,6,226.5,4,0.195,224.5,4,41.211,231,4,0.664,322,6,0.349,330,6,34.193,227,4,41.618,300,5,0.209,385,7,0.609,44,1,0.036,396,7,0.519,123.5,2,-1.138,580,10,4.697,107,2,0.821,292.5,5,0.986,303.5,5
E01009384,Birmingham 092E,E08000025,Birmingham,53.154,143,3,4,142.5,3,0.246,79,2,14.374,468,8,1.453,47,1,0.701,173,3,39.01,61,1,44.047,257,5,0.312,236,4,0.544,72,2,-0.09,433,7,0.289,482.5,8,-0.168,266,5,4.604,128.5,3,0.843,282,5,1.142,203.5,4
E01009385,Birmingham 092F,E08000025,Birmingham,37.571,324,6,7,361.5,6,0.16,315.5,5,8.44,531,9,1.243,94,2,1.122,49.5,1,26.692,482,8,46.37,217,4,0.162,446,7,0.311,260,5,-0.371,493,8,0.237,533,9,-1.247,595,10,3.722,293,5,0.907,252.5,4,1.195,167.5,3
E01009389,Birmingham 093B,E08000025,Birmingham,35.706,340,6,7,273.5,5,0.169,298.5,5,30.21,321,6,0.224,504,8,0.241,390,7,27.879,447,7,37.457,378,6,0.256,329.5,6,0.464,108.5,2,-0.044,419,7,0.446,250,4,-0.671,462,8,3.591,311,5,0.618,388,7,1.057,257.5,5
E01009390,Birmingham 093C,E08000025,Birmingham,42.532,283,5,6,305.5,5,0.192,236.5,4,14.364,469,8,1.244,92.5,2,0.278,364,6,37.85,89,2,50.414,155,3,0.177,426.5,7,0.348,216,4,-0.347,487.5,8,0.319,445.5,7,-0.301,321,6,4.61,126,2,1.13,131,3,0.989,302,5
E01009391,Birmingham 140D,E08000025,Birmingham,40.879,302,5,6,256,5,0.147,344,6,47.446,165,3,0.043,559,9,-0.216,544.5,9,33.936,239,4,62.946,29,1,0.259,325,6,0.442,118.5,2,0.393,262,5,0.528,107.5,2,-1.122,578,10,4.662,116,2,1.353,41.5,1,1.427,70,2
E01009392,Birmingham 140E,E08000025,Birmingham,36.065,339,6,7,232.5,4,0.153,328,6,30.455,319,5,0.434,422.5,7,-0.707,610,10,34.785,194,4,34.903,430.5,7,0.283,283,5,0.422,129.5,3,-0.215,460.5,8,0.462,221,4,-0.333,328,6,4.252,195,4,0.623,385.5,7,0.818,427,7
E01009393,Birmingham 140F,E08000025,Birmingham,38.754,317,5,6,268,5,0.138,363,6,40.299,237,4,0.548,375,6,-0.34,563,9,34.412,215,4,51.758,128,2,0.284,279.5,5,0.462,110,2,0.33,293.5,5,0.488,174,3,-0.841,514.5,9,4.611,125,2,1.102,156,3,1.183,175,3
E01009394,Birmingham 093D,E08000025,Birmingham,23.832,464,8,9,423,7,0.071,543,9,12.337,488,8,0.353,458,8,0.351,328,6,33.851,250,4,41.016,313,5,0.164,443,7,0.211,396,7,-0.009,408,7,0.245,522,9,0.154,122.5,2,3.227,367,6,0.909,250.5,4,0.704,490,8
E01009395,Birmingham 097F,E08000025,Birmingham,35.655,342,6,7,279,5,0.16,315.5,5,21.918,397,7,0.593,355.5,6,-0.027,487,8,32.728,284,5,38.75,352,6,0.241,348,6,0.377,186,3,-0.327,481,8,0.396,321.5,6,-1.302,603,10,4.553,145,3,0.628,384,6,1.153,197,4
E01009396,Birmingham 082D,E08000025,Birmingham,54.371,123,2,3,87.5,2,0.215,157.5,3,53.56,115,2,1.131,139.5,3,0.153,428,7,36.423,117,2,45.544,237,4,0.28,289.5,5,0.861,1,1,0.116,369.5,6,0.59,36,1,-0.868,522.5,9,4.851,66,2,0.884,265,5,1.185,174,3
E01009397,Birmingham 077E,E08000025,Birmingham,57.163,94,2,3,42.5,1,0.245,86,2,55.182,95,2,0.831,252,4,0.564,224,4,35.865,145,3,35.534,422,7,0.351,166,3,0.714,10,1,0.097,378.5,6,0.607,20.5,1,-1.758,631,10,4.941,41,1,0.339,499,8,1.369,94,2
E01009399,Birmingham 083E,E08000025,Birmingham,62.315,38,1,2,48,1,0.232,107,2,64.416,37,1,1.285,79.5,2,0.357,323.5,6,34.075,231,4,59.849,45,1,0.414,65,2,0.605,45,1,0.608,188,3,0.627,8,1,-1.638,626,10,4.747,90.5,2,1.388,34,1,1.084,235,4
E01009400,Birmingham 031E,E08000025,Birmingham,60.058,59,1,2,125,2,0.282,22.5,1,42.933,206,4,1.263,86,2,0.512,250,4,40.266,50,1,53.295,107,2,0.344,173,3,0.302,278,5,0.66,164,3,0.47,203,4,0.385,59,1,3.755,283,5,1.035,188.5,3,1.467,54,1
E01009401,Birmingham 031F,E08000025,Birmingham,58.904,74,2,3,213,4,0.244,90.5,2,40.771,234,4,1.53,35,1,0.807,129,3,51.434,4,1,43.534,266,5,0.32,222,4,0.295,288,5,0.886,89,2,0.415,292,5,0.698,13,1,4.558,141.5,3,0.629,382.5,6,1.527,47,1
E01009403,Birmingham 020A,E08000025,Birmingham,41.254,298,5,6,285,5,0.176,279.5,5,37.203,259,5,0.908,220,4,0.209,401.5,7,28.389,427,7,49.447,171,3,0.319,225,4,0.299,282,5,0.719,147,3,0.412,297,5,-0.587,427,7,3.592,310,5,1.155,120,2,0.832,420,7
E01009404,Birmingham 020B,E08000025,Birmingham,46.864,222,4,5,243.5,4,0.224,129,3,50.954,139,3,1.036,175,3,0.034,467,8,25.696,510,8,43.857,261,5,0.307,246.5,4,0.285,304.5,5,1.049,61,1,0.474,194.5,4,-0.77,493,8,3.281,355,6,1.012,205,4,0.712,486,8
E01009405,Birmingham 020C,E08000025,Birmingham,42.995,277,5,6,286.5,5,0.193,233,4,29.651,325,6,1.231,99.5,2,0.366,316.5,5,24.61,528,9,51.035,142,3,0.322,216.5,4,0.248,343.5,6,0.353,283,5,0.396,321.5,6,-0.456,380,6,2.719,422,7,1.17,112,2,0.936,346,6
E01009406,Birmingham 020D,E08000025,Birmingham,47.428,215,4,5,275.5,5,0.218,145.5,3,36.917,264,5,1.399,57,1,0.253,382.5,6,29.292,393,7,48.896,176,3,0.252,334.5,6,0.31,261,5,0.438,241,4,0.45,240,4,-0.411,360,6,3.532,322,6,1.085,162,3,0.979,312.5,5
E01009407,Birmingham 020E,E08000025,Birmingham,37.035,331,6,7,354,6,0.157,323,6,32.317,305,5,0.442,419,7,0.263,375.5,6,32.662,288,5,56.999,68,2,0.219,375,6,0.208,399.5,7,0.397,260,5,0.414,293,5,-0.26,310,5,3.875,263,5,1.367,39,1,0.904,364,6
